"","Lot Area","Overall Qual","Year Remod/Add","Gr Liv Area","TotRms AbvGrd","Garage Area","Yr Sold","Sale Type","SalePrice (Thousands)"
"2864",8170,7,1950,1671,7,451,2006,"WD ",218
"2865",16560,6,1950,2345,9,360,2006,"WD ",239
"2866",12320,7,1990,1609,8,579,2006,"WD ",199.5
"2867",14210,6,1959,1801,8,365,2006,"WD ",210
"2868",14115,6,2004,1811,6,470,2006,"WD ",230
"2869",12984,5,1977,1647,7,621,2006,"WD ",217.5
"2870",15600,5,1963,2315,9,342,2006,"WD ",257
"2871",15750,5,1953,1336,5,375,2006,"WD ",157
"2872",16381,6,1969,1844,7,540,2006,"WD ",223
"2873",7288,5,1950,976,5,215,2006,"WD ",102
"2874",7000,6,1950,1285,6,506,2006,"WD ",145.4
"2875",8534,4,1950,672,4,0,2006,"WD ",72
"2876",7030,4,1950,641,4,272,2006,"WD ",85
"2877",8765,4,1950,951,6,327,2006,"WD ",106.5
"2878",9060,6,1957,1638,6,384,2006,"WD ",139
"2879",11040,4,1950,1336,7,570,2006,"COD",108
"2880",12366,3,1950,729,5,0,2006,"WD ",51.689
"2881",9000,2,1950,480,4,308,2006,"WD ",35.311
"2882",9000,5,1951,1396,8,0,2006,"WD ",115
"2883",8520,3,1950,936,6,0,2006,"WD ",78
"2884",5748,8,2006,1778,5,495,2006,"New",375
"2885",3842,8,2005,1646,5,525,2006,"WD ",300
"2886",23580,6,1979,1625,6,576,2006,"WD ",242.5
"2887",8385,6,1978,1664,10,616,2006,"WD ",145
"2888",9116,8,2001,1491,7,490,2006,"WD ",209
"2889",10530,6,1977,1004,4,504,2006,"WD ",135
"2890",11080,6,1975,1210,6,528,2006,"WD ",148
"2891",11070,7,1989,1959,9,766,2006,"WD ",171
"2892",26178,7,1990,2519,9,628,2006,"WD ",335
"2893",8239,7,1986,1295,5,312,2006,"WD ",230
"2894",50102,6,1958,1650,6,518,2006,"WD ",250.764
"2895",16669,8,1981,1707,6,511,2006,"WD ",228
"2896",13811,6,1987,1137,5,551,2006,"WD ",176
"2897",8049,7,1990,1339,6,484,2006,"WD ",180
"2898",11170,7,1991,2514,8,693,2006,"WD ",250
"2899",8098,6,2000,1403,5,470,2006,"WD ",202
"2900",14331,8,2002,1800,7,765,2006,"WD ",312.5
"2901",13618,8,2006,1960,8,714,2006,"New",320
"2902",11443,8,2006,2028,7,880,2006,"New",369.9
"2903",11577,9,2006,1838,9,682,2006,"New",359.9
"2904",31250,1,1951,1600,6,270,2006,"WD ",81.5
"2905",7020,7,1997,1368,8,784,2006,"WD ",215
"2906",4500,6,1998,1216,5,402,2006,"WD ",164
"2907",4500,6,1998,1337,5,405,2006,"WD ",153.5
"2908",17217,5,2006,1140,6,0,2006,"WD ",84.5
"2909",2665,5,1977,1304,5,336,2006,"WD ",104.5
"2910",2665,5,1977,1475,6,336,2006,"WD ",127
"2911",3964,6,1973,2521,10,576,2006,"WD ",151.4
"2912",10172,5,2003,874,5,288,2006,"WD ",126.5
"2913",11836,5,1970,1652,8,928,2006,"WD ",146.5
"2914",1470,4,1970,630,3,0,2006,"WD ",73
"2915",1484,4,1972,1092,5,253,2006,"WD ",79.4
"2916",13384,5,1979,1360,8,336,2006,"WD ",140
"2917",1533,5,1970,630,3,0,2006,"WD ",92
"2918",1533,4,1970,1092,5,286,2006,"WD ",87.55
"2919",1526,4,1970,1092,5,0,2006,"WD ",79.5
"2920",1936,4,1970,1092,5,0,2006,"WD ",90.5
"2921",1894,4,1970,1092,6,286,2006,"WD ",71
"2922",12640,6,1976,1728,8,574,2006,"WD ",150.9
"2923",9297,5,1976,1728,8,560,2006,"WD ",188
"2924",17400,5,1977,1126,5,484,2006,"WD ",160
"2925",20000,5,1996,1224,7,576,2006,"WD ",131
"2926",7937,6,1984,1003,6,588,2006,"WD ",142.5
"2927",8885,5,1983,902,5,484,2006,"WD ",131
"2928",10441,5,1992,970,6,0,2006,"WD ",132
"2929",10010,5,1975,1389,6,418,2006,"WD ",170
"2930",9627,7,1994,2000,9,650,2006,"WD ",188
